evidence_id,task_id,course_code,source_surface,module_title,group_name,canvas_type,due,href,evidence_text
ev-00306,MTH-252-achieve-3-3-trigonometric-substitution,MTH-252,grades,,,Gradebook Row,Aug 3 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586039/submissions/6660414,Achieve - 3.3 Trigonometric Substitution Achieve Aug 3 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586039 Grade Info See scoring details See rubric results 0 comments 0
ev-00307,MTH-252-achieve-3-4-partial-fractions,MTH-252,grades,,,Gradebook Row,Aug 3 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586040/submissions/6660414,Achieve - 3.4 Partial Fractions Achieve Aug 3 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586040 Grade Info See scoring details See rubric results 0 comments 0
ev-00308,MTH-252-module-6-written-homework-whw-6-3-hours,MTH-252,grades,,,Gradebook Row,Aug 3 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586059/submissions/6660414,Module 6 — Written Homework (WHW 6) 🕓 3 hours Written Homework (WHWs) Aug 3 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252098 10586059 Grade Info See scoring details See rubric results 0 comments 0
ev-00309,MTH-252-rq-3-3,MTH-252,grades,,,Gradebook Row,Aug 3 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586003/submissions/6660414,RQ-3.3 Pre-class Quizzes Aug 3 by 11:59pm Click to test a different score Click to test a different score - / 10 unsubmitted 3252099 10586003 Grade Info See scoring details See rubric results 0 comments 0
ev-00310,MTH-252-mini-exam-3-tuesday-to-thursday,MTH-252,grades,,,Gradebook Row,Aug 6 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586050/submissions/6660414,Mini-Exam 3 --> Tuesday to Thursday Mini-Exams 3 Aug 6 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252103 10586050 Grade Info See scoring details See rubric results 0 comments 0
ev-00311,MTH-252-module-6-discussion-reflection-whw-6-0-5-hour,MTH-252,grades,,,Gradebook Row,Aug 7 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586018/submissions/6660414,Module 6 — Discussion Reflection: WHW 6 🕓 0.5 hour Discussion Reflections Aug 7 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252100 10586018 Grade Info See scoring details See rubric results 0 comments 0
ev-00312,MTH-252-achieve-2-1-areas-between-curves,MTH-252,grades,,,Gradebook Row,Aug 10 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586031/submissions/6660414,Achieve - 2.1 Areas between Curves Achieve Aug 10 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586031 Grade Info See scoring details See rubric results 0 comments 0
ev-00313,MTH-252-achieve-2-2-volumes-by-slicing-and-disc-washer-method,MTH-252,grades,,,Gradebook Row,Aug 10 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586032/submissions/6660414,Achieve - 2.2 Volumes by Slicing and Disc/Washer Method Achieve Aug 10 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586032 Grade Info See scoring details See rubric results 0 comments 0
ev-00314,MTH-252-module-7-written-homework-whw-7-3-hours,MTH-252,grades,,,Gradebook Row,Aug 10 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586060/submissions/6660414,Module 7 — Written Homework (WHW 7) 🕓 3 hours Written Homework (WHWs) Aug 10 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252098 10586060 Grade Info See scoring details See rubric results 0 comments 0
ev-00315,MTH-252-rq-2-1,MTH-252,grades,,,Gradebook Row,Aug 10 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586012/submissions/6660414,RQ-2.1 Pre-class Quizzes Aug 10 by 11:59pm Click to test a different score Click to test a different score - / 10 unsubmitted 3252099 10586012 Grade Info See scoring details See rubric results 0 comments 0
ev-00316,MTH-252-rq-2-2,MTH-252,grades,,,Gradebook Row,Aug 10 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586000/submissions/6660414,RQ-2.2 Pre-class Quizzes Aug 10 by 11:59pm Click to test a different score Click to test a different score - / 10 unsubmitted 3252099 10586000 Grade Info See scoring details See rubric results 0 comments 0
ev-00317,MTH-252-module-7-discussion-reflection-mini-exam-3-0-5-hour,MTH-252,grades,,,Gradebook Row,Aug 11 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586017/submissions/6660414,Module 7 — Discussion Reflection: Mini-Exam 3 🕓 0.5 hour Discussion Reflections Aug 11 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252100 10586017 Grade Info See scoring details See rubric results 0 comments 0
ev-00318,MTH-252-acheive-2-4-arc-length-of-a-curve-no-surface-area,MTH-252,grades,,,Gradebook Row,Aug 17 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586024/submissions/6660414,Acheive - 2.4 Arc Length of a Curve (NO Surface Area) Achieve Aug 17 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586024 Grade Info See scoring details See rubric results 0 comments 0
ev-00319,MTH-252-achieve-2-3-volumes-of-revolution-cylindrical-shells,MTH-252,grades,,,Gradebook Row,Aug 17 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586033/submissions/6660414,Achieve - 2.3 Volumes of Revolution: Cylindrical Shells Achieve Aug 17 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586033 Grade Info See scoring details See rubric results 0 comments 0
ev-00320,MTH-252-module-8-written-homework-whw-8-3-hours,MTH-252,grades,,,Gradebook Row,Aug 17 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586061/submissions/6660414,Module 8 — Written Homework (WHW 8) 🕓 3 hours Written Homework (WHWs) Aug 17 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252098 10586061 Grade Info See scoring details See rubric results 0 comments 0
ev-00321,MTH-252-rq-2-3,MTH-252,grades,,,Gradebook Row,Aug 17 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586011/submissions/6660414,RQ-2.3 Pre-class Quizzes Aug 17 by 11:59pm Click to test a different score Click to test a different score - / 10 unsubmitted 3252099 10586011 Grade Info See scoring details See rubric results 0 comments 0
ev-00322,MTH-252-rq-2-4,MTH-252,grades,,,Gradebook Row,Aug 17 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586009/submissions/6660414,RQ-2.4 Pre-class Quizzes Aug 17 by 11:59pm Click to test a different score Click to test a different score - / 10 unsubmitted 3252099 10586009 Grade Info See scoring details See rubric results 0 comments 0
ev-00323,MTH-252-mini-exam-4-tuesday-to-thursday,MTH-252,grades,,,Gradebook Row,Aug 20 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586052/submissions/6660414,Mini-Exam 4 --> Tuesday to Thursday Mini-Exams 4 Aug 20 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252104 10586052 Grade Info See scoring details See rubric results 0 comments 0
ev-00324,MTH-252-module-8-discussion-reflection-whw-8-0-5-hour,MTH-252,grades,,,Gradebook Row,Aug 22 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586016/submissions/6660414,Module 8 — Discussion Reflection: WHW 8 🕓 0.5 hour Discussion Reflections Aug 22 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252100 10586016 Grade Info See scoring details See rubric results 0 comments 0
